size(sqft),parking_lot,rooms,price(ksh),year_built
1274.74002,4,5,162500,2010
2508.623393,2,7,137500,2010
922.2222222,2,7,58200,2010
1149.73262,3,6,95800,2023
1034.375,4,5,200000,2023
1074.193548,3,1,94000,2024
950.1689189,2,1,360000,2023
1645.306547,3,5,134600,2022
1100.187266,4,8,258300,2024
1200,3,4,302400,2010
860.0301011,4,6,69700,2009
2900.02175,2,4,191100,2010
647.2491909,4,6,222300,2024
1341.184167,2,4,252700,2024
1872.113677,1,3,237500,2023
1454.349583,3,5,262000,2022
985.1226377,4,7,204500,2023
530.0353357,2,4,158800,2023
1034.185579,2,5,154400,2022
867.1839343,3,4,191400,2023
949.9451955,2,5,500001,2023
1241.258741,3,4,96100,2024
2049.780381,2,5,500001,2024
1295.015079,3,2,57900,2023
700.1909612,1,3,102300,2024
896.6510623,3,4,435700,2022
895.1005025,2,3,305000,2021
1921.250495,2,4,192200,2021
400,3,3,156500,2022
1020.160311,3,6,267500,2021
471.9885081,2,4,322900,2024
3500.072918,3,5,213800,2014
1500,4,3,132700,2014
1260.126013,3,5,155400,2013
1000,4,5,262400,2019
1260.063003,3,3,230800,2019
1575.299307,4,4,161800,2010
855.5555556,5,3,63000,2024
1303.571429,4,4,101300,2023
1452.282158,5,5,422400,2024
1344.164572,4,4,90600,2022
1260.675071,5,5,141400,2021
592.8005284,3,4,311100,2021
988.1756757,2,5,126200,2022
869.6912596,3,5,368800,2021
639.9844065,2,4,56600,2024
1409.910844,3,5,125000,2014
2739.726027,2,5,82200,2014
1425.081433,4,5,281900,2013
1100.296234,5,3,120000,2019
820.2099738,4,5,101900,2019
804.86158,5,5,240000,2010
800,4,4,231100,2023
1070.216654,5,5,101900,2023
1635.220126,4,6,220800,2024
1000,3,4,109300,2024
3200,4,6,60000,2023
1000,3,4,500001,2024
1896.034129,4,6,338900,2022
1040.041602,2,4,162000,2021
1423.267327,4,6,376800,2021
1256.767208,2,4,88100,2022
1111.111111,3,5,72500,2021
1134.215501,3,3,332800,2024
1550.044287,5,3,175500,2014
600.0648719,3,5,282200,2014
1137.931034,5,3,192000,2013
139428.5714,3,2,366900,2019
979.4776119,4,3,116300,2019
1106.106106,5,5,284900,2010
2100.210021,3,5,62000,2015
548.3028721,4,3,113800,2014
1135.03305,5,3,430200,2014
1223.657376,3,3,117500,2015
563.0278386,4,3,329800,2015
1825.557809,5,4,164000,2018
2261.685374,4,4,108300,2010
1754.704149,3,5,137500,2019
3281.378179,4,4,115600,2010
640.2313094,5,3,65200,2011
1255.155101,4,3,91800,2015
1509.123337,3,2,159100,2015
1127.57732,6,2,205800,2021
1206.123396,7,2,174400,2014
724.1129616,5,3,75000,2018
328.1721687,6,4,228900,2019
1100,4,4,55000,2010
950.0308452,6,4,155700,2010
584.9908073,7,4,177200,2010
1772.479173,8,3,177000,2010
1642.305797,7,4,385400,2023
790.0280899,9,5,176000,2023
1518.218623,7,5,337200,2024
1040.240898,2,5,200000,2023
1060.204468,7,4,220600,2022
700.2096436,8,5,213200,2024
420.0610998,7,4,304700,2010
1450.075956,8,3,213400,2009
1603.031186,6,3,262500,2010
947.4974919,5,3,139900,2024
602.0642202,7,3,122400,2024
1330.008313,5,4,157700,2023
1447.828258,8,5,92800,2022
1074.782215,5,5,500000,2023
1470.047777,9,5,184400,2023
1550.387597,5,3,487100,2022
560.0229753,7,4,266700,2023
1200.154859,5,3,126600,2023
1803.833145,8,4,500001,2024
883.1321754,6,3,211400,2024
1200.162734,7,2,500001,2023
783.5325365,5,2,95600,2024
910.0837277,3,3,451400,2022
751.1737089,2,4,103100,2021
1174.285714,2,4,178900,2021
1344.086022,3,3,192500,2022
1499.812523,2,4,148500,2021
1330.229465,3,3,184500,2024
629.0684317,4,4,191300,2014
1640.112465,4,4,143600,2014
1175,4,5,145800,2013
650.0072223,3,4,119200,2019
1057.867684,4,3,69700,2019
1110.385369,3,3,224700,2010
815.0851582,5,3,194800,2013
1118.257261,2,4,208300,2019
580.0464037,1,4,418800,2019
900.0382995,1,3,126600,2010
1250,3,3,187900,2024
915.0526155,4,4,251100,2023
659.8984772,3,4,93600,2022
1063.568682,4,4,212700,2024
650,3,4,248100,2010
1100.513573,2,4,352000,2009
1060.070671,2,4,161800,2010
1446.201311,2,4,376700,2024
990.0990099,2,4,144000,2024
1273.529412,3,3,329500,2023
1550.120565,4,2,52400,2022
1779.935275,4,2,450000,2023
1402.147971,5,3,119700,2023
1128.031585,5,4,418300,2022
1204.013378,5,5,56100,2023
1038.178165,5,2,288900,2023
834.5939179,4,3,191100,2024
1014.957265,3,1,244800,2024
953.0201342,3,1,76400,2023
1187.08452,3,5,500001,2024
651.0618509,3,6,59000,2022
1628.075253,4,5,260300,2021
1050.019091,5,3,213000,2021
1274.534795,4,6,341300,2022
1075.268817,3,4,199100,2021
1500,4,5,189300,2024
965.0180941,5,3,90000,2014
1455.108359,4,5,307200,2014
398.0099502,4,5,146400,2013
1030.927835,3,5,500001,2019
700.2188184,2,5,64000,2019
1090.135602,2,5,273500,2010
1440.126258,4,4,279500,2024
1364.25648,4,3,137500,2023
1532.175689,5,5,269100,2024
710.1449275,4,1,143800,2022
578.0346821,4,5,133300,2021
1330.082022,4,3,247600,2021
1200.120012,3,2,197600,2022
710.0097452,3,5,70000,2021
1600.365798,2,4,162200,2024
4500,3,5,71300,2014
631.018234,2,4,257000,2014
1347.708895,4,5,98300,2013
1151.867591,5,4,500001,2019
1444.154248,5,5,122500,2019
1535.240754,4,5,391000,2010
1077.19037,5,5,105700,2023
1039.91949,3,4,165000,2023
1270.110076,3,3,500001,2024
850,2,4,155600,2024
1056.05199,3,3,237300,2023
2619.010938,4,3,99400,2024
1171.303075,4,3,170500,2022
1400.041178,3,4,365600,2021
3186.336987,4,1,59800,2021
2407.152682,2,3,128700,2022
800.2013085,2,1,159000,2021
1800.055386,1,1,144800,2024
1140.223193,1,4,357800,2014
1894.986182,2,2,123800,2014
650.0541712,1,4,210400,2013
1325.178389,3,3,301200,2019
1349.932503,1,3,225200,2019
1188.242652,1,3,351200,2010
1820.087669,3,4,110000,2015
849.8583569,3,3,59900,2014
775.1091703,4,4,114200,2014
774.0774077,3,3,142700,2015
1153.003574,2,4,245800,2015
1250,2,3,229000,2018
1364.877161,3,5,372800,2010
144598.338,4,4,254100,2019
1110.022853,4,5,264200,2010
2263.231198,2,4,305000,2011
1170.138076,4,5,219100,2015
900,2,4,189400,2015
1625.239006,4,1,62700,2021
872.7181795,2,2,103800,2014
951.8579535,4,6,155200,2018
350.1094092,3,4,55500,2019
3200,3,5,150200,2010
1819.836215,4,4,131000,2010
2550,4,5,135100,2010
619.0800471,4,3,111700,2010
1505.263158,4,5,131600,2023
1315.125086,2,5,103400,2023
1145.089586,4,4,263900,2024
600.0436395,2,4,117700,2023
414.4062688,1,3,438400,2022
1047.668937,3,5,192500,2024
840,4,5,141600,2010
1779.007709,3,4,93600,2009
771.0280374,2,5,285700,2010
836.3636364,4,4,238500,2024
1849.966056,3,5,87800,2024
1226.831421,4,rooms,326700,2023
55144.50867,2,3,290700,2022
1149.161112,4,4,217000,2023
605.0338819,3,5,145000,2023
560.0672081,3,4,137500,2022
1080.1469,2,6,138100,2023
1450.044209,2,5,91300,2023
915.1385027,4,6,205300,2024
1062.011719,1,7,269100,2024
1160.037879,2,6,139700,2023
1200.041741,2,7,164000,2024
800,2,5,122200,2022
1660.126773,3,6,216500,2021
1275.207592,4,4,97200,2021
2283.539486,2,5,75000,2022
2300.172513,1,4,59100,2021
4544.846946,3,6,163800,2024
1150.22656,4,5,61300,2014
859.0081319,3,6,148800,2014
1150.180743,2,7,52600,2013
1027.108941,3,8,211500,2019
1219.660934,4,7,350000,2019
1912.386035,3,6,143800,2010
895.2254642,2,7,375000,2014
1625.320787,3,8,106900,2013
1619.87041,2,9,146300,2019
2061.85567,4,8,150500,2019
1990.303649,3,7,100000,2010
836.0427311,4,5,219900,2019
1268.001087,2,4,228200,2010
981.6531114,1,5,155900,2010
1840.020445,2,6,97900,2010
1746.153846,3,7,132500,2010
1842.04467,4,5,441100,2023
699.6163394,3,7,233300,2023
2386.309402,2,2,97400,2024
1179.890561,3,4,304900,2023
1081.081081,4,5,211800,2022
1954.129384,3,6,184000,2024
1730.103806,2,4,235600,2010
1436.093825,3,5,454400,2009
600,4,3,194300,2010
1909.059354,3,5,306800,2024
533.0243337,2,5,181900,2024
2250.027439,4,4,166700,2023
900,3,3,272400,2022
530.055918,2,4,240500,2023
1450.326323,3,5,106300,2023
1007.947277,2,3,301100,2022
886.1320337,2,5,144600,2023
863.6363636,3,3,171700,2023
927.3827534,3,6,415600,2024
1700.294718,4,5,239000,2024
1800.327332,3,7,311500,2023
1280.081925,2,5,76500,2024
256.0028249,2,3,171300,2022
2500,1,5,184600,2021
1309.164149,2,3,201900,2021
1595.006935,1,5,112500,2022
1313.485114,2,3,68400,2021
735.2941176,1,2,239400,2024
1151.808339,2,4,287500,2014
1000,1,3,347700,2014
661.5878107,2,4,91700,2013
2072.109407,3,2,70400,2019
567.8131084,3,4,138900,2019
790.1064926,4,4,114300,2010
1250,3,5,98400,2024
1360.355358,4,6,404700,2023
3500,3,4,170000,2024
1255.082199,4,3,111800,2022
2000,2,5,394900,2021
980.1786103,3,7,149400,2021
3200,4,4,239100,2022
755.5723461,2,7,254100,2021
1493.280239,4,5,362500,2024
3200,1,8,50800,2014
1000,3,9,380600,2014
1089.813801,2,6,226400,2013
1454.257007,4,4,216700,2019
1171.450088,2,6,500001,2019
1559.900166,1,7,194800,2010
1170.046802,2,5,120900,2023
815.1620135,1,6,266000,2023
2872.062663,3,7,122700,2024
907.0294785,1,8,275000,2024
1210.992082,4,6,410700,2023
1285.176158,3,4,394700,2024
1709.910044,4,6,70100,2022
525.099769,2,1,187500,2021
2500,3,2,170200,2021
1800.138472,2,3,156300,2022
2150.117279,4,3,302600,2021
2059.732235,2,2,222200,2024
1050.105011,4,3,264700,2014
2049.54955,3,4,62400,2014
925.0035577,2,3,80200,2013
98.00078401,1,7,187500,2019
1369.863014,2,8,225000,2019
705.0378157,6,9,145800,2010
1800.504141,5,6,500001,2015
2450.106914,4,7,500000,2014
2975.241738,3,5,159100,2014
1100.110011,2,7,270000,2015
1729.559748,1,4,192200,2015
3242.241779,3,5,143100,2018
649.8740554,4,3,333600,2010
4279.069767,5,4,58300,2019
1250,3,2,466400,2010
498.3277592,4,6,163100,2011
990.0990099,6,7,388700,2015
1600,5,6,236100,2015
1775.147929,3,7,209700,2021
1000,2,5,104000,2014
750.0707614,3,4,141000,2018
1307.103248,4,6,216800,2019
1250.406504,3,4,170800,2010
1317.097416,2,3,200600,2010
1692.047377,2,2,353000,2010
1255.155101,1,4,105400,2010
450.0450045,2,3,123600,2023
1300,3,5,112500,2023
4700.229789,4,3,76200,2024
2633.311389,5,6,95800,2023
1420.9928,6,3,119400,2022
1533.742331,5,6,213200,2024
1265.229616,6,1,184600,2010
1620.2742,4,2,137500,2009
1099.611902,4,3,231300,2010
985.0543478,3,2,217700,2024
798.691667,4,4,186600,2024
1150.05145,3,3,301000,2023
657.8324657,4,5,251800,2022
1431.15644,3,4,157100,2023
956.2339095,4,6,90100,2023
1571.171171,3,5,387400,2022
1645.244216,3,3,184800,2023
1800.180018,3,4,475000,2023
1149.897331,3,2,194700,2024
1000,2,3,156300,2024
1136.917896,2,5,173600,2023
834.028357,3,4,206300,2024
1434.72023,2,5,96700,2022
1538.246399,3,3,331300,2021
1232.032854,2,5,500001,2021
2400.573271,3,6,174000,2022
1068.158698,1,7,159500,2021
1320.132013,2,5,400000,2024
1296.296296,2,7,161200,2014
1012.282359,3,5,116600,2014
1345.20277,3,7,68100,2013
795.101444,3,5,138800,2019
1385.041551,4,7,131700,2019
1199.904008,3,5,208800,2010
1036.789298,4,3,333900,2022
1229.105211,2,5,414800,2021
1200.154859,2,7,82800,2024
1163.331782,4,6,176100,2014
1611.081226,2,7,338000,2014
850.0303582,4,8,275700,2013
2800,2,6,88800,2019
1135.149573,2,7,141200,2019
1053.124269,1,8,116200,2010
969.9769053,1,4,165400,2014
1680.201624,2,5,59200,2013
1352.028042,3,3,186500,2019
1150.086256,4,5,251900,2019
1354.096141,5,4,97300,2010
763.1257631,5,5,312300,2019
1195.96788,4,6,106400,2010
894.6894689,5,4,292200,2010
321.0058182,3,6,309900,2010
1603.114623,3,4,68500,2010
1252.871163,2,3,195900,2023
1577.644146,2,5,243100,2023
800,3,6,175000,2024
1515.151515,2,4,60700,2023
2626.123013,5,6,217400,2022
2127.659574,3,4,227900,2024
1630.257581,4,3,220700,2010
1898.253607,5,5,301100,2009
1424.813678,3,6,105000,2010
1979.166667,3,4,81300,2024
2303.18258,2,3,375000,2024
1000,2,2,160000,2023
1299.929095,1,2,275000,2022
1864.801865,3,4,360800,2023
577.9334501,4,2,141300,2023
1301.115242,3,4,397000,2022
157166.6667,4,2,279400,2023
1500.141523,3,2,108900,2023
1055.11811,5,3,212200,2024
680.01443,3,4,135900,2024
810.0810081,4,5,69000,2023
974.025974,3,4,79700,2024
1522.104941,2,5,500001,2022
1620.089105,3,3,231300,2021
950.1613482,4,6,172700,2021
1150.404772,3,3,219900,2022
978.1713344,4,6,64600,2021
950.1613482,3,3,445700,2024
1078.5735,5,5,260300,2014
996.5831435,4,3,185000,2014
1000,5,4,500001,2013
1080.059403,3,5,255400,2019
750,4,3,108800,2019
1001.001001,2,5,208900,2010
3542.857143,4,3,66900,2024
1250,2,5,127900,2023
444.9248976,3,3,500001,2024
1461.41855,4,4,500001,2022
2200.104767,3,3,59400,2021
887.1146596,4,4,170300,2021
1490.164912,5,4,239800,2022
2296.819788,4,3,350000,2021
1000,3,3,195800,2024
1774.986346,4,2,190900,2014
1794.339623,5,5,175700,2014
1023.94903,6,5,137200,2013
842.0281896,4,3,87900,2019
2000,4,5,281500,2019
1891.12522,5,2,434500,2010
1562.5,3,4,379300,2023
430.0150505,4,3,96000,2023
1300,3,4,224500,2024
950,4,2,137500,2024
1150.164523,3,1,58800,2023
1263.157895,2,2,500001,2024
1200.154859,3,1,85800,2022
1915.322581,2,2,158500,2021
985.2216749,3,3,101400,2021
960.0614439,1,1,219900,2022
970.0176367,1,2,180700,2021
710.4107466,2,1,173900,2024
1432.32275,1,1,210900,2014
717.8571429,2,4,332500,2014
1037.010549,1,2,302200,2013
2460.168697,3,4,109400,2019
1200,2,1,96400,2019
570.0171005,3,3,184700,2010
1089.258699,2,6,173900,2015
654.8788474,3,3,72100,2014
1724.137931,1,4,349600,2014
1400.16802,3,5,99100,2015
1380.522088,4,6,392300,2015
1511.803698,3,7,255800,2018
1481.168007,4,3,162800,2010
1400,2,6,247800,2019
1884.210526,3,8,330900,2010
1830.282862,4,7,150000,2011
780.5486284,3,8,140700,2015
1340.033501,4,6,395100,2015
1562.22878,4,7,150800,2021
2100,3,5,150800,2014
899.9357189,4,7,70900,2018
1663.910707,3,4,307400,2019
1367.590532,4,5,91300,2010
969.8825932,2,3,359100,2010
1450.116009,2,3,148000,2010
1251.172975,3,11,303700,2010
3499.981579,2,9,272400,2023
978.1864423,3,6,136200,2023
2200.220022,2,7,196600,2024
1130.238219,3,8,152700,2023
2391.304348,2,6,136400,2022
1816.118048,1,7,179500,2024
914.2857143,1,2,268300,2010
1550.190597,2,3,170700,2009
1205.874427,3,1,145300,2010
1685.823755,3,2,156700,2024
1150.026137,2,7,341400,2024
951.9276535,3,4,424000,2023
1900.826446,2,6,163400,2022
1250,3,4,164400,2023
980.1809565,2,6,500001,2023
1465.144972,4,4,453800,2022
1305.028711,3,6,216100,2023
918.8846641,2,7,500001,2023
950.3695882,2,5,104300,2024
1627.615811,3,3,129900,2024
960.0960096,4,6,191000,2023
1150,2,4,142100,2024
2128.867443,2,6,128300,2022
525.1206358,3,5,141800,2021
3109.61389,4,7,240000,2021
1362.39782,5,7,284400,2022
922.0231823,3,6,137500,2021
1000,5,5,173600,2024
3666.666667,4,1,70400,2014
1129.943503,3,1,229100,2014
839.1273076,4,5,203100,2013
766.2144499,3,8,250900,2019
2476.662221,4,4,236500,2019
1125.137212,3,6,143200,2010
1342.960289,2,4,56700,2013
754.1046201,2,6,182800,2019
1045.036079,3,4,175000,2019
975.975976,2,3,110000,2010
1151.02895,4,5,345700,2024
745.0435661,4,7,340300,2023
1995.012469,5,4,101900,2022
1143.168209,3,5,172200,2024
4400.586745,2,4,193800,2010
700.280112,3,5,500001,2009
1650.165017,4,4,115800,2010
3500.063638,5,5,254700,2024
1082.016879,4,2,134100,2024
659.9788807,5,3,191900,2023
1578.418711,5,4,350000,2022
1225.124378,6,3,363000,2023
1424.5739,4,4,177900,2023
585.0487541,3,3,296100,2022
866.0869565,2,6,113900,2023
760,4,4,198800,2023
705.0847458,5,5,500001,2024
1439.884809,4,3,219700,2024
1282.051282,5,5,500001,2023
1871.834398,3,5,152000,2024
1267.10593,4,3,280100,2022
1545.962659,2,4,390000,2021
1175.166297,3,3,282000,2021
600.117096,4,4,315200,2022
730.0204918,2,5,156300,2021
950.0777336,2,4,85800,2024
1585.204756,3,5,22500,2014
2394.799863,4,4,121600,2014
1749.883341,3,5,366700,2013
808.7930319,2,5,500001,2019
1170.246874,3,4,72600,2019
1350.279851,4,5,500001,2010
1128.502036,3,5,408500,2024
950.0886749,4,5,178300,2023
1000,2,3,358500,2024
1675.552171,4,5,225000,2022
905.0518348,2,5,353300,2021
855.0662676,1,4,208500,2021
1186.131387,3,5,213800,2022
1525.87044,4,6,280800,2021
1080.089668,2,4,72900,2024
1260.504202,2,6,500001,2014
1102.607342,3,4,138000,2014
857.1428571,2,6,71900,2013
1149.207851,3,4,80800,2019
5924.170616,2,6,90800,2019
1719.745223,3,4,307400,2010
1311.154599,1,5,239400,2023
1672.427249,3,3,258300,2023
761.2087996,2,3,312100,2024
45302.48118,2,5,99100,2024
650.0742942,3,3,71500,2023
1100.029334,3,2,92000,2024
1750.291715,2,3,216500,2022
1444.444444,3,5,193200,2021
1503.142935,4,5,115600,2021
1757.469244,3,3,85000,2022
851.2363194,4,3,427700,2021
2010.233918,3,3,248200,2024
2388.388756,4,3,274700,2014
1035.135135,5,4,90000,2014
1199.760048,4,4,97300,2013
806.1492313,5,5,58400,2019
1187.87121,4,4,67500,2019
1844.262295,5,3,393800,2010
450.0127845,3,3,400700,2015
593.0232558,2,2,500001,2014
2250.692521,3,2,168800,2014
1265.041654,2,2,319100,2015
1260.02291,3,3,137500,2015
2295.492487,2,4,174500,2018
1500.133941,4,4,103100,2010
950,5,4,146500,2019
1686.568171,4,4,500001,2010
470,5,3,63400,2011
530.0599805,4,4,500001,2015
805.9132093,5,5,433000,2015
750,4,5,191400,2021
315.0787697,3,5,500001,2014
900.1512859,4,4,182800,2018
520.0367085,3,5,87500,2019
4000,4,4,227500,2010
1104.057411,2,3,175900,2010
640.0787789,4,3,323000,2010
1470.133086,2,3,268900,2010
1270.186899,3,3,55900,2023
1230.101302,3,4,144100,2023
1440.485216,5,5,271500,2024
1480.062685,3,5,223100,2023
657.6200418,5,5,288200,2022
1700.288184,3,3,337300,2024
1849.568434,4,4,500001,2010
1385.041551,5,3,98900,2009
1060.008245,3,4,462700,2010
962.962963,4,3,99800,2024
1975.308642,5,2,156200,2024
964.6628757,3,2,165000,2023
1096.201096,4,3,60800,2022
950.0542888,5,4,195000,2023
600,4,4,60200,2023
567.3991473,3,3,255900,2022
1150.086256,4,4,134100,2023
1480.263158,5,3,95800,2023
1462.599248,4,4,245500,2024
1100.070972,3,4,271400,2024
560.0416775,6,5,243800,2023
1850.642282,7,4,85200,2024
1110.062893,5,3,77700,2022
830.1215535,6,3,175000,2021
1149.758454,4,3,64700,2021
1188.571429,6,4,353900,2022
1156.069364,7,4,150000,2021
619.1950464,8,3,142100,2024
1200,7,3,143300,2014
2349.62406,9,4,112500,2014
1715.082002,7,4,42700,2013
1099.868016,3,4,184400,2019
1350.048216,7,4,439200,2019
604.00151,8,4,55000,2010
990.0990099,7,4,253200,2014
1229.526587,8,4,117500,2013
985.3603604,6,4,416800,2019
1730.171073,5,3,300800,2019
1299.967501,7,2,150000,2010
1450.031901,5,2,150000,2019
3011.724212,8,3,176800,2010
1356.090718,5,4,186600,2010
897.2648432,9,5,261800,2010
1500.272777,5,2,68300,2010
1405.429396,7,3,434500,2023
1000,5,1,120100,2023
1250,8,1,131600,2024
3368.421053,6,5,275000,2023
494.563529,7,6,136600,2022
971.1094926,5,5,214300,2024
1645.055158,3,3,92400,2010
1700.276789,2,6,192700,2009
579.8969072,2,4,119600,2010
1170.00117,3,5,197200,2024
1850.13876,2,3,104200,2024
670.8595388,3,5,209900,2023
850.0991782,4,5,132700,2022
1285.130915,4,5,315000,2023
1530.221882,4,5,143400,2023
790.0028727,3,5,278900,2022
1349.831271,4,4,302000,2023
1280.181494,3,3,102000,2023
2070.036226,5,5,80300,2024
1786.004221,2,1,81300,2024
500,1,5,98000,2023
1047.668937,1,3,500001,2024
750.0551511,3,2,234800,2022
980.6847738,4,5,254600,2021
1052.804198,3,4,99600,2021
1350.337584,4,5,102900,2022
2138.021143,3,4,143800,2021
1070.072489,2,5,150000,2024
907.9365079,2,4,150000,2014
2207.992934,2,5,173400,2014
750.0750075,2,5,262300,2013
1035.162668,3,5,276800,2019
1294.744859,4,4,122500,2019
884.9557522,4,3,230200,2010
750,5,4,66500,2024
1235.049402,5,3,364000,2023
550.0982318,5,3,113500,2024
1175.241577,5,3,170500,2022
1500,4,4,287600,2021
800,3,1,195700,2021
1965.090741,3,3,231300,2022
800,3,1,183200,2021
1220.930233,3,1,118800,2024
1449.970042,4,4,450000,2014
911.7986749,5,2,144800,2014
957.052279,4,4,85800,2013
1627.5,3,3,70800,2019
1017.026626,4,3,101500,2019
594.1176471,5,3,500001,2010
2194.940476,4,4,175000,2023
492.7929038,4,3,72100,2023
1584.786054,4,4,335900,2024
1549.295775,3,3,129800,2024
1304.863582,4,4,54400,2023
1323.736246,2,3,248500,2024
1400,3,5,127300,2022
1050.262566,2,4,405400,2021
1550,4,5,91700,2021
1270.033263,2,4,175000,2022
659.3406593,5,5,277600,2021
800,3,4,100500,2024
961.0764056,2,1,232100,2014
1000,1,2,163900,2014
1050,2,6,288500,2013
1174.287411,6,4,140400,2019
644.8587173,5,5,140200,2019
750,4,4,201900,2010
1330.203443,3,5,156500,2015
1776.684434,2,3,336400,2014
943.3962264,1,5,151000,2014
900.1285898,3,5,246100,2015
860.0829366,4,4,120200,2015
1299.782766,5,4,92700,2018
1250,3,3,126400,2010
1076.670256,4,5,170900,2019
1692.307692,6,5,154500,2010
1349.056604,5,4,94300,2011
1305.104408,3,5,184200,2015
372.0238095,2,4,244900,2015
2753.786456,3,5,500000,2021
674.1011984,4,4,73100,2014
1466.221232,3,5,99100,2018
869.7261288,2,4,137500,2019
1455.767077,2,5,132600,2010
552.0740078,1,4,287500,2010
527.0092227,2,5,103100,2010
1299.885975,3,5,340700,2010
1131.028596,4,5,174500,2023
2550.019616,5,4,250000,2023
1273.367651,6,3,68600,2024
1163.636364,5,4,475000,2023
1622.498648,6,3,85000,2022
580.1305294,4,3,327500,2024
480.0404245,4,3,56700,2010
950.0662837,3,4,128100,2009
900.4237288,4,1,500001,2010
1025.115325,3,3,500001,2024
816.8491699,4,1,188600,2024
1072.146527,3,1,164200,2023
1249.225046,4,4,87500,2022
2845.849802,3,2,112800,2023
1260.162602,3,4,249400,2023
1264.367816,3,3,275000,2022
813.0081301,3,3,215700,2023
900,2,3,99300,2023
2457.974879,2,4,340900,2024
579.93937,3,3,450000,2024
1050.135501,2,4,181300,2023
1030.638059,3,3,161300,2024
2333.333333,2,4,106300,2022
698.6729118,3,3,148400,2021
597.4181927,1,5,272900,2021
853.0183727,2,4,167800,2022
1000,2,5,500001,2021
1896.702655,3,4,64900,2024
530.102234,3,5,102700,2014
1600,3,4,500001,2014
1048.102383,4,1,72200,2013
1680.440771,3,2,301100,2019
1135.066582,4,6,116300,2019
975.0566893,2,4,112500,2010
1199.887069,2,5,452100,2022
831.0249307,4,4,137500,2021
1000,2,5,500001,2024
900.090009,4,3,103400,2014
838.6789673,2,5,194400,2014
1585.17254,2,5,225000,2013
1355.421687,1,4,153800,2019
2846.29981,1,4,271100,2019
1411.764706,2,3,146900,2010
2250.225023,3,5,237800,2014
950.0285009,4,5,113700,2013
796,5,4,47500,2019
1285.206453,56,5,255200,2019
1619.90648,4,4,156400,2010
935.2037408,5,5,135800,2019
1492.537313,34,6,277300,2010
1291.046871,3,4,345800,2010
1600,2,5,329700,2010
894.21391,2,3,500001,2010
640.0432705,3,5,253300,2023
655.0218341,2,5,137500,2023
709.0301003,5,4,126800,2024
774.2078195,3,3,92400,2023
1000,4,4,203200,2022
1155.187446,5,5,273700,2024
1066.666667,3,3,95800,2010
672.005376,3,5,186800,2009
665.0480312,2,3,289500,2010
2049.446975,2,6,290400,2024
745.2093683,1,5,192900,2024
929.9622203,3,7,318500,2023
660.0369621,4,5,182300,2022
1166.016646,3,3,85200,2023
1300,4,5,312500,2023
1566.059226,3,3,128800,2022
1424.844471,5,5,98300,2023
613.3333333,3,3,88000,2023
1851.362074,4,2,275000,2024
798.490566,3,4,187500,2024
1005.025126,2,3,146800,2023
1175.153889,3,4,103100,2024
400,4,2,172300,2022
1343.123209,3,4,95000,2021
1200,4,4,150100,2021
3599.712023,3,5,79900,2022
1015.228426,5,6,417000,2021
873.1198159,4,4,161500,2024
895.0770761,5,3,68100,2014
1619.651775,3,5,268200,2014
1594.048884,4,7,168300,2013
815.2327221,2,4,254800,2019
375,4,7,181500,2019
1300.390117,2,5,241700,2010
1750.087504,3,8,96700,2024
676.0309472,4,9,133700,2023
820.0562324,3,6,99500,2024
1557.147306,4,4,226300,2022
3337.884995,5,6,121900,2021
2710.0271,4,7,183800,2021
1916.27907,3,5,86600,2022
1350,4,6,100100,2021
553.2139094,5,7,278200,2024
1073.105298,6,8,206800,2014
1310.066551,4,6,208100,2014
1512.027491,4,4,224700,2013
1170.242407,5,6,213400,2019
1000,3,1,158300,2019
1800.180018,4,2,79400,2010
610.0660905,3,3,83800,2023
1000,4,3,87500,2023
579.0441176,3,2,172400,2024
1625.239006,2,3,125000,2024
1445.177505,3,4,163500,2023
2380.498953,2,3,117300,2024
2400,3,7,231900,2022
1800.180018,1,8,294000,2021
2293.215246,1,9,221300,2021
1382.488479,2,6,218100,2022
1575.157516,1,7,177400,2021
1250,2,5,253800,2024
500,1,7,132000,2014
1299.038711,3,4,134700,2014
1033.324722,2,5,110400,2013
656.167979,3,3,200000,2019
1845.01845,2,4,47500,2019
1850.294365,3,2,331300,2010
1185.313674,1,6,131900,2015
2160.760588,3,7,99000,2014
860.0274212,4,6,90600,2014
1546.391753,3,7,111800,2015
1451.120163,4,5,174200,2015
1400.454201,2,4,191700,2018
1382.033564,3,6,295300,2010
750.0340925,4,4,143500,2019
1425.008906,3,3,158000,2010
817.1912833,4,2,70600,2011
1230.254417,4,4,225000,2015
1907.112407,3,3,94700,2015
1064.291064,4,5,225700,2021
1211.120286,3,3,243200,2014
1068.090788,4,6,215000,2018
1500,2,3,273200,2019
1085.040011,2,6,274300,2010
3899.946208,3,1,172300,2010
975,2,2,157700,2010
1100.244499,3,3,94200,2010
1220.073665,2,2,80000,2023
1150.369762,3,4,271400,2023
1137.138958,2,3,327300,2024
1700.118064,1,5,277800,2023
1136.115359,1,4,204800,2022
729.3946025,2,6,172500,2024
1069.908815,3,5,500001,2010
600.8630578,3,3,158300,2009
3988.035892,2,4,182700,2010
1300.578035,3,2,239900,2024
962.962963,2,3,95800,2024
1550,3,5,258300,2023
1254.320988,2,4,239700,2022
4084.96732,4,5,120700,2023
1050.119332,3,3,125700,2023
796.2359754,2,5,500001,2022
